deal_id,snapshot_date,stage,forecast_category,amount,close_date,owner_id
deal_34,2024-07-15,Prospecting,Pipeline,19113,2025-01-11,owner_1
deal_34,2024-07-22,Prospecting,Pipeline,22551,2024-10-11,owner_1
deal_34,2024-07-29,Prospecting,Pipeline,21193,2025-01-11,owner_1
deal_34,2024-08-05,Prospecting,Pipeline,18783,2024-09-11,owner_1
deal_34,2024-08-12,Prospecting,Pipeline,27564,2025-01-11,owner_1
deal_34,2024-08-19,Prospecting,Pipeline,20636,2024-12-11,owner_1
deal_34,2024-08-26,Prospecting,Pipeline,26070,2024-09-11,owner_1
deal_34,2024-09-02,Prospecting,Pipeline,19941,2025-01-11,owner_1
deal_34,2024-09-09,Prospecting,Pipeline,18586,2024-12-11,owner_1
deal_34,2024-09-16,Prospecting,Pipeline,24583,2025-01-11,owner_1
deal_34,2024-09-23,Prospecting,Pipeline,22864,2024-12-11,owner_1
deal_34,2024-09-30,Prospecting,Pipeline,21811,2024-12-11,owner_1
deal_34,2024-10-07,Prospecting,Pipeline,20984,2024-09-11,owner_1
deal_34,2024-10-14,Prospecting,Pipeline,22014,2024-10-11,owner_1
deal_34,2024-10-21,Prospecting,Pipeline,20495,2024-12-11,owner_1
deal_34,2024-10-28,Prospecting,Pipeline,20102,2024-10-11,owner_1
deal_34,2024-11-04,Prospecting,Pipeline,22399,2024-09-11,owner_1
deal_34,2024-11-11,Prospecting,Pipeline,23224,2024-11-11,owner_1
deal_65,2024-08-26,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-09-02,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-09-09,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-09-16,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-09-23,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-09-30,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-10-07,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-10-14,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-10-21,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-10-28,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-11-04,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-11-11,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-11-18,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-11-25,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-12-02,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-12-09,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-12-16,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-12-23,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_65,2024-12-30,Prospecting,Pipeline,17680,2025-02-04,owner_1
deal_208,2025-04-07,Prospecting,Pipeline,13549,2025-07-23,owner_9
deal_412,2025-04-28,Prospecting,Pipeline,13555,2025-08-20,owner_4
deal_4,2025-01-06,Qualification,Pipeline,13685,2025-01-18,owner_7
deal_700,2025-01-27,Closed Won,Closed,13900,2025-02-01,owner_9
deal_223,2025-06-09,Negotiation,Commit,14112,2025-10-14,owner_6
deal_78,2024-02-26,Prospecting,Pipeline,53629,2024-03-03,owner_1
deal_92,2024-06-10,Prospecting,Pipeline,24344,2024-10-24,owner_1
deal_92,2024-06-17,Prospecting,Pipeline,25156,2025-01-24,owner_1
deal_92,2024-06-24,Prospecting,Pipeline,20919,2024-12-24,owner_1
deal_92,2024-07-01,Prospecting,Pipeline,26567,2024-10-24,owner_1
deal_92,2024-07-08,Prospecting,Pipeline,27361,2024-10-24,owner_1
deal_92,2024-07-15,Prospecting,Pipeline,19781,2024-09-24,owner_1
deal_92,2024-07-22,Prospecting,Pipeline,23455,2024-10-24,owner_1
deal_92,2024-07-29,Prospecting,Pipeline,24992,2024-12-24,owner_1
deal_92,2024-08-05,Prospecting,Pipeline,20959,2025-01-24,owner_1
deal_92,2024-08-12,Prospecting,Pipeline,25218,2024-12-24,owner_1
deal_92,2024-08-19,Prospecting,Pipeline,24648,2024-10-24,owner_1
deal_92,2024-08-26,Prospecting,Pipeline,23773,2024-12-24,owner_1
deal_92,2024-09-02,Prospecting,Pipeline,21413,2024-10-24,owner_1
deal_92,2024-09-09,Prospecting,Pipeline,21110,2024-12-24,owner_1
deal_92,2024-09-16,Prospecting,Pipeline,25480,2024-12-24,owner_1
deal_92,2024-09-23,Prospecting,Pipeline,23327,2024-12-24,owner_1
deal_92,2024-09-30,Prospecting,Pipeline,21039,2024-09-24,owner_1
deal_92,2024-10-07,Prospecting,Pipeline,22006,2024-12-24,owner_1
deal_92,2024-10-14,Prospecting,Pipeline,26328,2024-09-24,owner_1
deal_92,2024-10-21,Prospecting,Pipeline,27933,2024-09-24,owner_1
deal_92,2024-10-28,Prospecting,Pipeline,24927,2024-09-24,owner_1
deal_92,2024-11-04,Prospecting,Pipeline,21131,2024-10-24,owner_1
deal_92,2024-11-11,Prospecting,Pipeline,20991,2024-10-24,owner_1
deal_92,2024-11-18,Qualification,Pipeline,23492,2024-11-24,owner_1
deal_93,2024-01-08,Prospecting,Pipeline,60487,2024-04-17,owner_1
deal_93,2024-01-15,Prospecting,Pipeline,60487,2024-01-17,owner_1
deal_93,2024-01-22,Qualification,Pipeline,60487,2024-01-17,owner_1
deal_93,2024-01-29,Qualification,Pipeline,60487,2024-01-17,owner_1
deal_93,2024-02-05,Proposal,Best Case,60487,2023-12-17,owner_1
deal_93,2024-02-12,Negotiation,Best Case,60487,2024-02-17,owner_1
deal_195,2025-05-12,Negotiation,Best Case,14170,2025-05-15,owner_2
deal_208,2025-05-05,Prospecting,Pipeline,14196,2025-08-23,owner_9
deal_354,2025-01-20,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-01-27,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-02-03,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-02-10,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-02-17,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-02-24,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-03-03,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-03-10,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-03-17,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-03-24,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-03-31,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-04-07,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-04-14,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_354,2025-04-21,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_128,2024-07-22,Prospecting,Pipeline,65400,2024-10-17,owner_1
deal_128,2024-07-29,Prospecting,Pipeline,81669,2025-02-17,owner_1
deal_128,2024-08-05,Prospecting,Pipeline,83016,2025-02-17,owner_1
deal_128,2024-08-12,Prospecting,Pipeline,75342,2025-02-17,owner_1
deal_128,2024-08-19,Prospecting,Pipeline,57534,2025-02-17,owner_1
deal_128,2024-08-26,Prospecting,Pipeline,72552,2024-10-17,owner_1
deal_128,2024-09-02,Qualification,Pipeline,72480,2024-10-17,owner_1
deal_128,2024-09-09,Qualification,Pipeline,61585,2024-10-17,owner_1
deal_128,2024-09-16,Qualification,Pipeline,62817,2024-11-17,owner_1
deal_128,2024-09-23,Qualification,Pipeline,67455,2024-11-17,owner_1
deal_128,2024-09-30,Qualification,Pipeline,58690,2025-01-17,owner_1
deal_128,2024-10-07,Proposal,Best Case,77541,2025-01-17,owner_1
deal_128,2024-10-14,Proposal,Best Case,83750,2025-02-17,owner_1
deal_128,2024-10-21,Proposal,Best Case,60150,2025-02-17,owner_1
deal_128,2024-10-28,Proposal,Best Case,61789,2024-10-17,owner_1
deal_128,2024-11-04,Proposal,Best Case,57854,2025-02-17,owner_1
deal_128,2024-11-11,Negotiation,Best Case,56234,2025-02-17,owner_1
deal_128,2024-11-18,Negotiation,Best Case,79763,2025-02-17,owner_1
deal_128,2024-11-25,Negotiation,Best Case,61669,2024-11-17,owner_1
deal_128,2024-12-02,Negotiation,Best Case,68189,2025-02-17,owner_1
deal_128,2024-12-09,Negotiation,Best Case,63622,2025-01-17,owner_1
deal_128,2024-12-16,Closed Won,Closed,70101,2024-12-17,owner_1
deal_147,2024-08-12,Prospecting,Pipeline,24861,2025-04-02,owner_1
deal_147,2024-08-19,Prospecting,Pipeline,29955,2025-01-02,owner_1
deal_147,2024-08-26,Prospecting,Pipeline,35428,2025-04-02,owner_1
deal_147,2024-09-02,Prospecting,Pipeline,25881,2025-01-02,owner_1
deal_147,2024-09-09,Prospecting,Pipeline,27505,2025-01-02,owner_1
deal_147,2024-09-16,Qualification,Pipeline,25195,2025-03-02,owner_1
deal_147,2024-09-23,Qualification,Pipeline,33531,2025-01-02,owner_1
deal_147,2024-09-30,Qualification,Pipeline,34696,2025-04-02,owner_1
deal_147,2024-10-07,Qualification,Pipeline,25271,2024-12-02,owner_1
deal_147,2024-10-14,Qualification,Pipeline,29898,2025-04-02,owner_1
deal_147,2024-10-21,Proposal,Best Case,36116,2024-12-02,owner_1
deal_147,2024-10-28,Proposal,Best Case,25824,2025-01-02,owner_1
deal_147,2024-11-04,Proposal,Best Case,30215,2025-04-02,owner_1
deal_147,2024-11-11,Proposal,Best Case,28250,2025-04-02,owner_1
deal_147,2024-11-18,Proposal,Best Case,26429,2024-12-02,owner_1
deal_147,2024-11-25,Negotiation,Best Case,26584,2025-03-02,owner_1
deal_147,2024-12-02,Negotiation,Best Case,35883,2025-01-02,owner_1
deal_147,2024-12-09,Negotiation,Best Case,34013,2024-12-02,owner_1
deal_147,2024-12-16,Negotiation,Best Case,35782,2025-03-02,owner_1
deal_147,2024-12-23,Negotiation,Best Case,25892,2024-12-02,owner_1
deal_147,2024-12-30,Closed Lost,Closed,35478,2025-04-02,owner_1
deal_354,2025-04-28,Prospecting,Pipeline,14253,2025-04-30,owner_6
deal_47,2025-01-20,Closed Lost,Closed,14266,2025-01-24,owner_5
deal_208,2025-03-03,Prospecting,Pipeline,14296,2025-05-23,owner_9
deal_223,2025-06-02,Proposal,Best Case,14407,2025-10-14,owner_6
deal_4,2025-03-10,Proposal,Best Case,14463,2025-02-18,owner_7
deal_206,2025-01-13,Prospecting,Pipeline,14500,2025-03-17,owner_7
deal_206,2025-01-20,Prospecting,Pipeline,14500,2025-01-17,owner_7
deal_206,2025-01-27,Qualification,Pipeline,14500,2025-04-17,owner_7
deal_206,2025-02-03,Proposal,Best Case,14500,2025-04-17,owner_7
deal_206,2025-02-10,Negotiation,Best Case,14500,2025-01-17,owner_7
deal_206,2025-02-17,Closed Won,Closed,14500,2025-02-17,owner_7
deal_4,2025-02-24,Proposal,Best Case,14601,2025-04-18,owner_7
deal_195,2025-05-26,Closed Lost,Closed,14644,2025-08-15,owner_2
deal_470,2025-01-06,Closed Won,Closed,14700,2025-01-12,owner_4
deal_412,2025-06-02,Qualification,Pipeline,14832,2025-06-20,owner_4
deal_155,2024-10-21,Prospecting,Pipeline,74233,2024-12-02,owner_1
deal_155,2024-10-28,Prospecting,Pipeline,74233,2024-12-02,owner_1
deal_155,2024-11-04,Qualification,Pipeline,74233,2024-12-02,owner_1
deal_155,2024-11-11,Proposal,Best Case,74233,2024-12-02,owner_1
deal_155,2024-11-18,Proposal,Best Case,74233,2024-12-02,owner_1
deal_155,2024-11-25,Negotiation,Best Case,74233,2024-12-02,owner_1
deal_155,2024-12-02,Closed Won,Closed,74233,2024-12-02,owner_1
deal_175,2024-06-17,Prospecting,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-06-24,Prospecting,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-07-01,Prospecting,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-07-08,Prospecting,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-07-15,Qualification,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-07-22,Qualification,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-07-29,Qualification,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-08-05,Qualification,Pipeline,53284,2024-09-10,owner_1
deal_175,2024-08-12,Proposal,Best Case,53284,2024-09-10,owner_1
deal_175,2024-08-19,Proposal,Best Case,53284,2024-09-10,owner_1
deal_175,2024-08-26,Proposal,Best Case,53284,2024-09-10,owner_1
deal_175,2024-09-02,Proposal,Best Case,53284,2024-09-10,owner_1
deal_175,2024-09-09,Negotiation,Best Case,53284,2024-09-10,owner_1
deal_194,2024-04-08,Prospecting,Pipeline,81307,2024-04-18,owner_1
deal_194,2024-04-15,Prospecting,Pipeline,81307,2024-06-18,owner_1
deal_194,2024-04-22,Qualification,Pipeline,81307,2024-03-18,owner_1
deal_194,2024-04-29,Proposal,Best Case,81307,2024-06-18,owner_1
deal_194,2024-05-06,Negotiation,Best Case,81307,2024-07-18,owner_1
deal_194,2024-05-13,Closed Won,Closed,81307,2024-05-18,owner_1
deal_199,2024-09-30,Prospecting,Pipeline,48369,2024-12-05,owner_1
deal_199,2024-10-07,Prospecting,Pipeline,48369,2025-02-05,owner_1
deal_199,2024-10-14,Prospecting,Pipeline,48369,2025-02-05,owner_1
deal_199,2024-10-21,Prospecting,Pipeline,48369,2025-02-05,owner_1
deal_199,2024-10-28,Prospecting,Pipeline,48369,2025-02-05,owner_1
deal_199,2024-11-04,Prospecting,Pipeline,48369,2024-12-05,owner_1
deal_199,2024-11-11,Prospecting,Pipeline,48369,2025-03-05,owner_1
deal_199,2024-11-18,Prospecting,Pipeline,48369,2025-03-05,owner_1
deal_199,2024-11-25,Prospecting,Pipeline,48369,2025-02-05,owner_1
deal_199,2024-12-02,Prospecting,Pipeline,48369,2025-03-05,owner_1
deal_199,2024-12-09,Prospecting,Pipeline,48369,2025-03-05,owner_1
deal_199,2024-12-16,Prospecting,Pipeline,48369,2025-02-05,owner_1
deal_199,2024-12-23,Prospecting,Pipeline,48369,2024-12-05,owner_1
deal_199,2024-12-30,Prospecting,Pipeline,48369,2025-01-05,owner_1
deal_205,2024-09-09,Prospecting,Pipeline,29174,2024-10-02,owner_1
deal_205,2024-09-16,Prospecting,Pipeline,29174,2024-10-02,owner_1
deal_205,2024-09-23,Qualification,Pipeline,29174,2024-10-02,owner_1
deal_205,2024-09-30,Proposal,Best Case,29174,2024-10-02,owner_1
deal_207,2024-07-22,Prospecting,Pipeline,48971,2024-08-24,owner_1
deal_207,2024-07-29,Qualification,Pipeline,48971,2024-08-24,owner_1
deal_207,2024-08-05,Proposal,Best Case,48971,2024-08-24,owner_1
deal_207,2024-08-12,Negotiation,Best Case,48971,2024-08-24,owner_1
deal_207,2024-08-19,Closed Lost,Closed,48971,2024-08-24,owner_1
deal_545,2025-01-06,Proposal,Best Case,14868,2025-02-26,owner_4
deal_545,2025-01-13,Proposal,Best Case,14868,2025-02-26,owner_4
deal_545,2025-01-20,Proposal,Best Case,14868,2025-02-26,owner_4
deal_545,2025-01-27,Proposal,Best Case,14868,2025-02-26,owner_4
deal_545,2025-02-03,Proposal,Best Case,14868,2025-02-26,owner_4
deal_545,2025-02-10,Proposal,Best Case,14868,2025-02-26,owner_4
deal_545,2025-02-17,Proposal,Best Case,14868,2025-02-26,owner_4
deal_545,2025-02-24,Negotiation,Commit,14868,2025-02-26,owner_4
deal_208,2025-06-09,Prospecting,Pipeline,15021,2025-06-23,owner_9
deal_208,2025-04-21,Prospecting,Pipeline,15172,2025-05-23,owner_9
deal_208,2025-03-17,Prospecting,Pipeline,15173,2025-08-23,owner_9
deal_424,2025-04-07,Prospecting,Pipeline,15300,2025-07-17,owner_10
deal_424,2025-04-14,Prospecting,Pipeline,15300,2025-07-17,owner_10
deal_424,2025-04-21,Qualification,Pipeline,15300,2025-07-17,owner_10
deal_424,2025-04-28,Qualification,Pipeline,15300,2025-07-17,owner_10
deal_424,2025-05-05,Proposal,Best Case,15300,2025-07-17,owner_10
deal_424,2025-05-12,Proposal,Best Case,15300,2025-07-17,owner_10
deal_424,2025-05-19,Negotiation,Best Case,15300,2025-07-17,owner_10
deal_424,2025-05-26,Negotiation,Best Case,15300,2025-07-17,owner_10
deal_424,2025-06-02,Closed Lost,Closed,15300,2025-07-17,owner_10
deal_424,2025-06-09,Closed Lost,Closed,15300,2025-07-17,owner_10
deal_244,2024-03-25,Prospecting,Pipeline,61908,2024-05-13,owner_1
deal_244,2024-04-01,Prospecting,Pipeline,61902,2024-09-13,owner_1
deal_244,2024-04-08,Prospecting,Pipeline,57571,2024-06-13,owner_1
deal_244,2024-04-15,Prospecting,Pipeline,68247,2024-05-13,owner_1
deal_244,2024-04-22,Prospecting,Pipeline,49702,2024-05-13,owner_1
deal_244,2024-04-29,Prospecting,Pipeline,62908,2024-06-13,owner_1
deal_244,2024-05-06,Prospecting,Pipeline,66953,2024-09-13,owner_1
deal_244,2024-05-13,Prospecting,Pipeline,61360,2024-05-13,owner_1
deal_244,2024-05-20,Prospecting,Pipeline,56106,2024-05-13,owner_1
deal_244,2024-05-27,Prospecting,Pipeline,67113,2024-05-13,owner_1
deal_244,2024-06-03,Prospecting,Pipeline,51827,2024-09-13,owner_1
deal_244,2024-06-10,Prospecting,Pipeline,64575,2024-09-13,owner_1
deal_244,2024-06-17,Prospecting,Pipeline,61728,2024-06-13,owner_1
deal_244,2024-06-24,Prospecting,Pipeline,56866,2024-05-13,owner_1
deal_244,2024-07-01,Prospecting,Pipeline,63710,2024-09-13,owner_1
deal_244,2024-07-08,Prospecting,Pipeline,61270,2024-07-13,owner_1
deal_223,2025-05-12,Prospecting,Pipeline,15380,2025-10-14,owner_6
deal_405,2025-02-17,Prospecting,Pipeline,15438,2025-04-25,owner_9
deal_405,2025-05-26,Proposal,Best Case,15524,2025-04-25,owner_9
deal_80,2025-01-27,Prospecting,Pipeline,15537,2025-04-10,owner_7
deal_80,2025-02-03,Prospecting,Pipeline,15537,2025-01-10,owner_7
deal_80,2025-02-10,Qualification,Pipeline,15537,2025-05-10,owner_7
deal_80,2025-02-17,Qualification,Pipeline,15537,2025-02-10,owner_7
deal_80,2025-02-24,Proposal,Best Case,15537,2025-04-10,owner_7
deal_80,2025-03-03,Proposal,Best Case,15537,2025-01-10,owner_7
deal_80,2025-03-10,Negotiation,Best Case,15537,2025-03-10,owner_7
deal_281,2024-09-09,Prospecting,Pipeline,28414,2024-11-17,owner_1
deal_281,2024-09-16,Prospecting,Pipeline,26299,2024-11-17,owner_1
deal_281,2024-09-23,Prospecting,Pipeline,31072,2024-11-17,owner_1
deal_281,2024-09-30,Prospecting,Pipeline,27030,2024-11-17,owner_1
deal_281,2024-10-07,Prospecting,Pipeline,34741,2024-11-17,owner_1
deal_281,2024-10-14,Prospecting,Pipeline,26529,2024-11-17,owner_1
deal_281,2024-10-21,Prospecting,Pipeline,26030,2024-11-17,owner_1
deal_281,2024-10-28,Prospecting,Pipeline,31321,2024-11-17,owner_1
deal_281,2024-11-04,Prospecting,Pipeline,30784,2024-11-17,owner_1
deal_281,2024-11-11,Prospecting,Pipeline,31200,2024-11-17,owner_1
deal_293,2024-12-09,Prospecting,Pipeline,27932,2025-02-16,owner_1
deal_293,2024-12-16,Prospecting,Pipeline,27932,2025-02-16,owner_1
deal_293,2024-12-23,Prospecting,Pipeline,27932,2025-02-16,owner_1
deal_293,2024-12-30,Prospecting,Pipeline,27932,2025-02-16,owner_1
deal_516,2025-04-07,Prospecting,Pipeline,15567,2025-04-07,owner_2
deal_412,2025-06-09,Proposal,Best Case,15575,2025-07-20,owner_4
deal_208,2025-05-26,Prospecting,Pipeline,15672,2025-04-23,owner_9
deal_91,2025-04-28,Prospecting,Pipeline,15782,2025-08-28,owner_4
deal_516,2025-03-24,Prospecting,Pipeline,15948,2025-06-07,owner_2
deal_405,2025-03-24,Prospecting,Pipeline,15960,2025-04-25,owner_9
deal_319,2025-04-21,Prospecting,Pipeline,15972,2025-04-25,owner_5
deal_439,2025-02-03,Prospecting,Pipeline,15974,2025-02-23,owner_1
deal_405,2025-03-03,Prospecting,Pipeline,15985,2025-05-25,owner_9
deal_4,2025-01-13,Qualification,Pipeline,16068,2025-05-18,owner_7
deal_700,2025-01-20,Proposal,Best Case,16127,2025-01-01,owner_9
deal_405,2025-04-07,Qualification,Pipeline,16134,2025-05-25,owner_9
deal_405,2025-04-21,Qualification,Pipeline,16134,2025-05-25,owner_9
deal_584,2025-01-13,Prospecting,Pipeline,16230,2025-03-03,owner_3
deal_218,2025-01-06,Prospecting,Pipeline,16250,2025-02-18,owner_9
deal_218,2025-01-13,Qualification,Pipeline,16250,2025-03-18,owner_9
deal_218,2025-01-20,Qualification,Pipeline,16250,2025-02-18,owner_9
deal_218,2025-01-27,Qualification,Pipeline,16250,2025-06-18,owner_9
deal_218,2025-02-03,Qualification,Pipeline,16250,2025-05-18,owner_9
deal_218,2025-02-10,Qualification,Pipeline,16250,2025-06-18,owner_9
deal_328,2024-11-11,Prospecting,Pipeline,24910,2025-04-04,owner_1
deal_328,2024-11-18,Prospecting,Pipeline,30117,2025-04-04,owner_1
deal_328,2024-11-25,Prospecting,Pipeline,26820,2025-04-04,owner_1
deal_328,2024-12-02,Prospecting,Pipeline,28063,2025-04-04,owner_1
deal_328,2024-12-09,Prospecting,Pipeline,23997,2025-04-04,owner_1
deal_328,2024-12-16,Prospecting,Pipeline,22321,2025-04-04,owner_1
deal_328,2024-12-23,Prospecting,Pipeline,25656,2025-04-04,owner_1
deal_328,2024-12-30,Prospecting,Pipeline,27647,2025-04-04,owner_1
deal_218,2025-02-17,Qualification,Pipeline,16250,2025-03-18,owner_9
deal_218,2025-02-24,Qualification,Pipeline,16250,2025-03-18,owner_9
deal_218,2025-03-03,Proposal,Best Case,16250,2025-03-18,owner_9
deal_218,2025-03-10,Proposal,Best Case,16250,2025-06-18,owner_9
deal_218,2025-03-17,Proposal,Best Case,16250,2025-06-18,owner_9
deal_218,2025-03-24,Proposal,Best Case,16250,2025-02-18,owner_9
deal_218,2025-03-31,Proposal,Best Case,16250,2025-05-18,owner_9
deal_218,2025-04-07,Proposal,Best Case,16250,2025-03-18,owner_9
deal_218,2025-04-14,Negotiation,Commit,16250,2025-04-18,owner_9
deal_516,2025-03-17,Prospecting,Pipeline,16288,2025-02-07,owner_2
deal_412,2025-04-21,Prospecting,Pipeline,16298,2025-08-20,owner_4
deal_223,2025-05-19,Qualification,Pipeline,16332,2025-10-14,owner_6
deal_195,2025-03-24,Prospecting,Pipeline,16350,2025-05-15,owner_2
deal_195,2025-03-17,Prospecting,Pipeline,16434,2025-05-15,owner_2
deal_412,2025-04-14,Prospecting,Pipeline,16447,2025-05-20,owner_4
deal_156,2025-02-24,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-03-03,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-03-10,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-03-17,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-03-24,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-03-31,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-04-07,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-04-14,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_339,2024-11-04,Prospecting,Pipeline,14001,2024-12-23,owner_1
deal_339,2024-11-11,Prospecting,Pipeline,14001,2024-12-23,owner_1
deal_339,2024-11-18,Prospecting,Pipeline,14001,2024-12-23,owner_1
deal_339,2024-11-25,Qualification,Pipeline,14001,2024-12-23,owner_1
deal_339,2024-12-02,Qualification,Pipeline,14001,2024-12-23,owner_1
deal_339,2024-12-09,Proposal,Best Case,14001,2024-12-23,owner_1
deal_339,2024-12-16,Proposal,Best Case,14001,2024-12-23,owner_1
deal_339,2024-12-23,Negotiation,Commit,14001,2024-12-23,owner_1
deal_369,2024-12-16,Prospecting,Pipeline,31703,2025-03-12,owner_1
deal_369,2024-12-23,Prospecting,Pipeline,41791,2025-03-12,owner_1
deal_369,2024-12-30,Prospecting,Pipeline,42390,2025-03-12,owner_1
deal_156,2025-04-21,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-04-28,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-05-05,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-05-12,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-05-19,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-05-26,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-06-02,Prospecting,Pipeline,16541,2025-08-10,owner_2
deal_156,2025-06-09,Qualification,Pipeline,16541,2025-08-10,owner_2
deal_208,2025-04-28,Prospecting,Pipeline,16588,2025-04-23,owner_9
deal_584,2025-01-27,Proposal,Best Case,16596,2025-01-03,owner_3
deal_584,2025-01-20,Qualification,Pipeline,16599,2025-01-03,owner_3
deal_680,2025-01-06,Proposal,Best Case,16605,2025-01-02,owner_4
deal_680,2025-01-13,Proposal,Best Case,16605,2024-12-02,owner_4
